"","SamplesName","SubjectName","nCount_RNA","nFeature_RNA","priCluster","Age_in_Weeks","Area","Period","protocal","dataset","Age","Sex","cluster1","Age_in_days","cluster","WGCNAcluster","RegionName","Laminae","cellType","cellType_sub","deconv_clust"
"432","S45.E12","Sample23",876982.710676709,1747,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"433","S50.A8","Sample9",891994.910512307,1849,"IN-CTX-CGE1",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","InN1b",77,"InN","IN-CTX-CGE1","GE","0","InN","InN1b","Neuro"
"434","S51.F11","Sample12",899203.092041054,2269,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE1","Cortex","VZ","InN","InN1b","Neuro"
"435","S52.F5","Sample12",908195.198669618,1965,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"436","S52.G8","Sample11",878474.604321557,2008,"IN-CTX-CGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN1b",133,"InN","IN-CTX-CGE1","GE","0","InN","InN1b","Neuro"
"437","S52.H8","Sample11",894902.622882203,1288,"IN-CTX-CGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN1b",133,"InN","IN-CTX-CGE1","GE","0","InN","InN1b","Neuro"
"438","S52.A9","Sample11",891001.040498114,1398,"IN-CTX-CGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN1b",133,"InN","IN-CTX-CGE1","GE","0","InN","InN1b","Neuro"
"439","S52.E9","Sample11",917711.209118516,2123,"IN-CTX-MGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN1b",133,"InN","IN-CTX-MGE1","GE","0","InN","InN1b","Neuro"
"440","S52.C11","Sample13",879314.614018167,1369,"nIN1",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","InN1b",99.4,"InN","nIN1","GE","0","InN","InN1b","Neuro"
"441","S52.F11","Sample13",865965.698141029,1372,"nIN2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","InN1b",99.4,"InN","nIN2","GE","0","InN","InN1b","Neuro"
"442","S57.B7","Sample26",879807.86350845,1440,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"443","S57.A9","Sample26",842079.195401372,1570,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"444","S80.B9","Sample29",866825.214710774,1902,"nIN1",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","InN1b",80.5,"InN","nIN1","GE","All","InN","InN1b","Neuro"
"445","S82.G4","Sample29",886225.244362196,2123,"IN-CTX-CGE2",11.5,"PFC","P3","Fluidigm C1","h1",NA,"Female","InN1b",80.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"446","S85.E1","Sample32",883244.763273993,1612,"oRG",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","oRG","Cortex","All","InN","InN1b","Neuro"
"447","S85.A2","Sample32",896685.014587916,1819,"IN-CTX-CGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE1","Cortex","All","InN","InN1b","Neuro"
"448","S85.B3","Sample32",837325.892891459,1697,"IN-CTX-CGE2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"449","S85.C3","Sample32",858197.065646012,2007,"IN-CTX-CGE2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"450","S85.G9","Sample32",862749.918823119,1792,"IN-CTX-CGE2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"451","S85.C12","Sample32",889322.560465759,1856,"IN-CTX-CGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE1","Cortex","All","InN","InN1b","Neuro"
"452","S87.E2","Sample32",873923.336098393,1133,"IN-CTX-CGE1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE1","GE","All","InN","InN1b","Neuro"
"453","S87.E3","Sample32",855729.256033455,1172,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-STR","GE","All","InN","InN1b","Neuro"
"454","S87.A4","Sample32",883301.380622802,1220,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-STR","GE","All","InN","InN1b","Neuro"
"455","S87.H5","Sample32",886911.020433785,1332,"IN-CTX-CGE1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE1","GE","All","InN","InN1b","Neuro"
"456","S87.F8","Sample32",863955.686718837,1636,"IN-CTX-CGE1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","IN-CTX-CGE1","GE","All","InN","InN1b","Neuro"
"457","S87.F12","Sample32",840436.210198264,1350,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN1b",122.5,"InN","nIN2","GE","All","InN","InN1b","Neuro"
"458","S88.E1","Sample30",895526.144901757,1859,"nIN1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN1","Cortex","All","InN","InN1b","Neuro"
"459","S88.H1","Sample30",878690.01176079,1897,"nIN3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN3","Cortex","All","InN","InN1b","Neuro"
"460","S88.D2","Sample30",903543.215538001,1277,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE1","Cortex","All","InN","InN1b","Neuro"
"461","S88.A3","Sample30",906223.808418761,1461,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"462","S88.C7","Sample30",908810.31946044,1101,"nIN5",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN5","GE","All","InN","InN1b","Neuro"
"463","S88.G7","Sample30",903841.484282787,1605,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN1","GE","All","InN","InN1b","Neuro"
"464","S88.B8","Sample30",887462.400639928,1520,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN3","GE","All","InN","InN1b","Neuro"
"465","S88.G12","Sample30",840084.450009964,1200,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","nIN2","GE","All","InN","InN1b","Neuro"
"466","S92.F6","Sample34",872068.866910307,1156,"IN-CTX-CGE2",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",115.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN1b","Neuro"
"467","S95.H4","Sample37",900502.161416993,1128,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IPC-nEN2","Cortex","All","InN","InN1b","Neuro"
"468","S95.D8","Sample37",900120.232549769,1288,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE1","Cortex","All","InN","InN1b","Neuro"
"469","S95.F9","Sample37",890006.742012541,1876,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN1b",91,"InN","IN-CTX-CGE1","Cortex","All","InN","InN1b","Neuro"
"470","S103.D1","Sample39",894916.718936315,1251,"nEN-early2",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","nEN-early2","Cortex","GZ","InN","InN1b","Neuro"
"471","S103.H1","Sample39",892636.932888697,1625,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"472","S103.H5","Sample39",888216.248126027,1704,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"473","S103.F6","Sample39",911578.356925746,1370,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"474","S103.D8","Sample39",896013.559441296,1070,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"475","S103.B9","Sample39",863235.244023976,1709,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"476","S103.H9","Sample39",861247.466085147,1513,"IN-STR",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-STR","Cortex","GZ","InN","InN1b","Neuro"
"477","S103.B10","Sample39",893582.909373448,1733,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"478","S103.H11","Sample39",906449.987464356,1835,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN1b",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN1b","Neuro"
"479","S113.A4","Sample40",901544.057885694,1099,"IN-CTX-CGE1",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",150.5,"InN","IN-CTX-CGE1","Cortex","CP","InN","InN1b","Neuro"
"480","S113.C4","Sample40",876749.547242475,1324,"IN-CTX-CGE1",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",150.5,"InN","IN-CTX-CGE1","Cortex","CP","InN","InN1b","Neuro"
"481","S113.B6","Sample40",877652.601583203,1343,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"482","S113.E12","Sample40",889056.535625031,1228,"IN-CTX-CGE1",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN1b",150.5,"InN","IN-CTX-CGE1","Cortex","CP","InN","InN1b","Neuro"
"483","S116.B4","Sample41",899948.246595614,1689,"IN-CTX-CGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN1b",154,"InN","IN-CTX-CGE1","Cortex","CP","InN","InN1b","Neuro"
"484","S116.C4","Sample41",877607.644226065,1358,"IN-CTX-CGE2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN1b",154,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN1b","Neuro"
"485","O9.A9","Sample5",900050.618303864,2486,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",102.9,"InN","IN-CTX-CGE1","Cortex","VZ","InN","InN3","Neuro"
"486","O9.F12","Sample5",899745.394132724,1828,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",102.9,"InN","IN-CTX-CGE1","Cortex","VZ","InN","InN3","Neuro"
"487","O10.D1","Sample5",912217.752027513,2670,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",102.9,"InN","nEN-early2","Cortex","SVZ","InN","InN3","Neuro"
"488","O10.C2","Sample5",887104.456511653,2498,"IN-CTX-CGE2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",102.9,"InN","IN-CTX-CGE2","Cortex","SVZ","InN","InN3","Neuro"
"489","O10.G4","Sample5",885457.485875702,1427,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",102.9,"InN","IN-CTX-CGE1","Cortex","SVZ","InN","InN3","Neuro"
"490","O12.B3","Sample7",905590.109058222,1642,"IN-CTX-CGE2",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",98,"InN","IN-CTX-CGE2","Cortex","SVZ","InN","InN3","Neuro"
"491","O12.E4","Sample7",876565.885179895,2019,"IN-CTX-CGE2",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",98,"InN","IN-CTX-CGE2","Cortex","SVZ","InN","InN3","Neuro"
"492","O12.B6","Sample7",863455.76637545,1941,"IN-CTX-CGE2",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",98,"InN","IN-CTX-CGE2","Cortex","SVZ","InN","InN3","Neuro"
"493","S14.F11","Sample11",852209.016382431,1767,"IN-CTX-CGE2",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN3",133,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"494","S16.E4","Sample12",894440.031833853,1882,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE2","Cortex","VZ","InN","InN3","Neuro"
"495","S16.E7","Sample12",907316.964075865,2106,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE2","Cortex","VZ","InN","InN3","Neuro"
"496","S17.E10","Sample11",870850.246879009,1487,"IN-CTX-CGE1",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN3",133,"InN","IN-CTX-CGE1","GE","0","InN","InN3","Neuro"
"497","S22.E11","Sample11",872394.350650048,1327,"IN-CTX-CGE2",19,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN3",133,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"498","S24.C12","Sample14",868813.428150527,2507,"IN-CTX-CGE2",13.3,"PFC","P4","Fluidigm C1","h1",NA,"Female","InN3",93.1,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"499","S26.D1","Sample15",888555.557467599,1535,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","InN3",121.1,"InN","nEN-late","Cortex","All","InN","InN3","Neuro"
"500","S26.D6","Sample15",908524.571438378,1013,"IN-CTX-CGE2",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","InN3",121.1,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"501","S26.C11","Sample15",889713.900437749,1386,"IN-CTX-CGE2",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","InN3",121.1,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"502","S28.F7","Sample15",853907.579971321,1843,"nIN1",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","InN3",121.1,"InN","nIN1","GE","0","InN","InN3","Neuro"
"503","S45.A2","Sample23",909684.229799602,1065,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"504","S45.H6","Sample23",879648.203437704,1473,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"505","S45.A9","Sample23",841296.233185035,1685,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"506","S45.D12","Sample23",888452.529505812,1451,"IN-CTX-CGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",150.5,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"507","S51.B12","Sample12",881387.474210911,1740,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE2","Cortex","VZ","InN","InN3","Neuro"
"508","S52.C5","Sample12",891770.071225695,2143,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE1","Cortex","CP","InN","InN3","Neuro"
"509","S52.G7","Sample11",901389.016833223,1473,"IN-CTX-CGE2",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN3",133,"InN","IN-CTX-CGE2","GE","0","InN","InN3","Neuro"
"510","S52.E8","Sample11",912107.67225445,1498,"nIN5",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","InN3",133,"InN","nIN5","GE","0","InN","InN3","Neuro"
"511","S53.A1","Sample13",879919.515568147,1650,"vRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","InN3",99.4,"InN","vRG","Cortex","All","InN","InN3","Neuro"
"512","S57.H1","Sample26",854122.461995893,1440,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"513","S57.D2","Sample26",882616.802252657,1257,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"514","S57.C3","Sample26",886836.353807108,1518,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"515","S57.F4","Sample26",889225.136740318,1269,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"516","S57.D6","Sample26",843630.966200648,1236,"IN-CTX-CGE2",20,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN3",140,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"517","S85.C8","Sample32",878627.996751497,2079,"IN-CTX-CGE2",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",122.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"518","S87.C6","Sample32",855410.855792957,1149,"IN-CTX-CGE2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN3",122.5,"InN","IN-CTX-CGE2","GE","All","InN","InN3","Neuro"
"519","S88.C1","Sample30",875326.832275623,1869,"RG-div1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","RG-div1","Cortex","All","InN","InN3","Neuro"
"520","S88.B4","Sample30",870117.627943946,1740,"IN-CTX-CGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE1","Cortex","All","InN","InN3","Neuro"
"521","S88.H10","Sample30",870173.243757031,1501,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","nIN3","GE","All","InN","InN3","Neuro"
"522","S92.B9","Sample34",868466.861950312,1946,"IN-CTX-CGE2",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",115.5,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"523","S95.E4","Sample37",884857.403722272,1881,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"524","S95.E7","Sample37",884676.501463334,2061,"IN-CTX-CGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN3",91,"InN","IN-CTX-CGE2","Cortex","All","InN","InN3","Neuro"
"525","S103.H4","Sample39",898097.109187587,1545,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN3","Neuro"
"526","S103.E5","Sample39",925556.935801294,1514,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN3","Neuro"
"527","S103.B7","Sample39",851831.42525737,1246,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN3","Neuro"
"528","S103.F10","Sample39",867154.951655216,1686,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN3","Neuro"
"529","S103.G12","Sample39",905165.047077687,1247,"IN-CTX-CGE2",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN3",119,"InN","IN-CTX-CGE2","Cortex","GZ","InN","InN3","Neuro"
"530","S116.B5","Sample41",891252.921577254,2479,"IN-CTX-CGE2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN3",154,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"531","S116.C5","Sample41",889688.894729057,1950,"IN-CTX-CGE2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN3",154,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"532","S116.D5","Sample41",851640.892750008,1783,"IN-CTX-CGE2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN3",154,"InN","IN-CTX-CGE2","Cortex","CP","InN","InN3","Neuro"
"533","S1.F6","Sample9",890454.510349049,1888,"IN-STR",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","InN4b",77,"InN","IN-STR","GE","0","InN","InN4b","Neuro"
"534","S19.G12","Sample13",866422.222748152,1454,"IN-STR",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","InN4b",99.4,"InN","IN-STR","GE","0","InN","InN4b","Neuro"
"535","O9.D1","Sample5",899943.908951467,1392,"IPC-nEN3",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",102.9,"InN","IPC-nEN3","Cortex","VZ","InN","InN5","Neuro"
"536","O9.A2","Sample5",906403.666607356,2174,"IN-CTX-MGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",102.9,"InN","IN-CTX-MGE1","Cortex","VZ","InN","InN5","Neuro"
"537","O9.G2","Sample5",900388.948916596,1855,"IN-CTX-MGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",102.9,"InN","IN-CTX-MGE1","Cortex","VZ","InN","InN5","Neuro"
